"","experiment","value","method","replicate","Beta_SSE","test_R2","test_SSE","test_SST"
"1125","r",13,"ORC_L_ALL_glmnet",31,32.5370901870607,0.747430830991612,3537887.41783091,14007598.1234013
"1126","r",13,"ORC_L_ALL_glmnet",32,32.2048527437951,0.748366306943772,3551364.93591236,14113232.980763
"1127","r",13,"ORC_L_ALL_glmnet",33,32.2601434030134,0.748593480428177,3536492.95993069,14066830.7486766
"1128","r",13,"ORC_L_ALL_glmnet",34,35.930075894501,0.749544211288432,3528522.67300501,14088405.3475344
"1129","r",13,"ORC_L_ALL_glmnet",35,33.5184399945293,0.747775446583004,3547857.57171557,14066265.6496015
"1130","r",13,"ORC_L_ALL_glmnet",36,33.8782743951912,0.748720204062884,3491021.41512407,13892965.0197492
"1131","r",13,"ORC_L_ALL_glmnet",37,32.582614004574,0.749228780092599,3520273.88362419,14037790.6401064
"1132","r",13,"ORC_L_ALL_glmnet",38,30.5757643875934,0.748931781098541,3504824.28900615,13959649.3110176
"1133","r",13,"ORC_L_ALL_glmnet",39,34.0939478997446,0.749388457516545,3507077.54686063,13994078.2938685
"1134","r",13,"ORC_L_ALL_glmnet",4,33.9495888146823,0.74893948252452,3520700.70827619,14023314.9508267
"1135","r",13,"ORC_L_ALL_glmnet",40,32.4242681710792,0.747514716505069,3505069.25990671,13882271.5185183
"1136","r",13,"ORC_L_ALL_glmnet",41,32.639025639641,0.747673379179859,3516691.11706169,13937059.457426
"1137","r",13,"ORC_L_ALL_glmnet",42,32.8255985661467,0.749063060471746,3474873.17759967,13847595.272869
"1138","r",13,"ORC_L_ALL_glmnet",43,32.2687102476198,0.74691345712478,3485237.19204464,13770930.4985172
"1139","r",13,"ORC_L_ALL_glmnet",44,33.7799622493011,0.748794521569195,3511828.74318573,13979905.0766047
"1140","r",13,"ORC_L_ALL_glmnet",45,35.4055281556723,0.748294363596055,3527012.1777519,14012448.144354
"1141","r",13,"ORC_L_ALL_glmnet",46,33.3801623955301,0.74780017290322,3514708.83559789,13936206.3648408
"1142","r",13,"ORC_L_ALL_glmnet",47,32.6561151272225,0.748958529418339,3515569.81569981,14003940.4945894
"1143","r",13,"ORC_L_ALL_glmnet",48,33.1203324028635,0.747743072932745,3518238.62007341,13947044.6301576
"1144","r",13,"ORC_L_ALL_glmnet",49,32.5625310901018,0.747350647473066,3508972.72734603,13888706.5897862
"1145","r",13,"ORC_L_ALL_glmnet",5,33.756688605917,0.746779109341882,3556774.37117376,14046133.2472599
"1146","r",13,"ORC_L_ALL_glmnet",50,32.63461508942,0.74675193372991,3547512.88588219,14008055.1774036
"1147","r",13,"ORC_L_ALL_glmnet",6,32.1998258195413,0.747084311030446,3534863.70267641,13976450.8760939
"1148","r",13,"ORC_L_ALL_glmnet",7,34.4168765278344,0.74791503897749,3518033.22852463,13955744.1834481
"1149","r",13,"ORC_L_ALL_glmnet",8,32.7237839267713,0.74772949556495,3525483.51180196,13975012.7336414
"1150","r",13,"ORC_L_ALL_glmnet",9,35.8954699070886,0.748314692525738,3549053.38714775,14101154.4247997
"1151","r",13,"ORC_L_glmnet",1,125.986009608884,0.741096377115877,3610527.32395164,13945449.2128432
"1152","r",13,"ORC_L_glmnet",10,140.91776402437,0.740260907632371,3621850.22737729,13944186.045938
"1153","r",13,"ORC_L_glmnet",11,128.433267599132,0.740936220864899,3613412.49149085,13947964.8739566
"1154","r",13,"ORC_L_glmnet",12,127.326529058132,0.741679067846121,3631946.08754132,14059821.0809251
"1155","r",13,"ORC_L_glmnet",13,126.73758687436,0.742365955755419,3614784.43161946,14030693.9722136
"1156","r",13,"ORC_L_glmnet",14,124.373214789381,0.742121489041423,3633173.225585,14088700.9626351
"1157","r",13,"ORC_L_glmnet",15,128.929412714222,0.741739862315468,3618506.16583259,14011090.5162322
"1158","r",13,"ORC_L_glmnet",16,132.780278200989,0.741892947179558,3619508.73158845,14023284.8813567
"1159","r",13,"ORC_L_glmnet",17,135.948847874076,0.741658868481849,3627580.66799093,14041823.8732382
"1160","r",13,"ORC_L_glmnet",18,128.870781722961,0.74160481960351,3627625.25299928,14039059.2712795
"1161","r",13,"ORC_L_glmnet",19,130.268335347564,0.739828578045948,3659400.22866706,14065342.7697118
"1162","r",13,"ORC_L_glmnet",2,140.967647936111,0.741347806581601,3619024.57501707,13991857.278252
"1163","r",13,"ORC_L_glmnet",20,125.426754359974,0.740401210061386,3628806.21208339,13978517.4381648
"1164","r",13,"ORC_L_glmnet",21,123.002599210568,0.740609493250335,3643126.39164166,14044948.8198024
"1165","r",13,"ORC_L_glmnet",22,132.922425918359,0.742332773675231,3594079.82048841,13948533.042997
"1166","r",13,"ORC_L_glmnet",23,126.072877185625,0.742273317134762,3653035.57378713,14174068.176314
"1167","r",13,"ORC_L_glmnet",24,138.300883815477,0.739372494696747,3629487.40133104,13925956.8828239
"1168","r",13,"ORC_L_glmnet",25,139.667184334698,0.74027534766786,3594910.24470584,13841236.1415297
"1169","r",13,"ORC_L_glmnet",26,137.925235775794,0.741023999138847,3627285.16722828,14006259.8664229
"1170","r",13,"ORC_L_glmnet",27,138.091016150331,0.741307930786312,3608453.12635711,13948835.5299227
"1171","r",13,"ORC_L_glmnet",28,136.0103067443,0.741480769207051,3656060.27658542,14142314.5402812
"1172","r",13,"ORC_L_glmnet",29,125.901101438582,0.74306202450131,3630974.51924789,14131716.077394
"1173","r",13,"ORC_L_glmnet",3,140.962364931783,0.739151377681096,3659174.25796804,14027960.8358232
"1174","r",13,"ORC_L_glmnet",30,132.087984089416,0.741622573784159,3625424.63286829,14031506.877229
"1175","r",13,"ORC_L_glmnet",31,124.010386916145,0.74159337272258,3623448.68452903,14022274.5937509
"1176","r",13,"ORC_L_glmnet",32,148.487800663737,0.741129172079037,3657838.17225089,14129974.403171
"1177","r",13,"ORC_L_glmnet",33,136.29407405974,0.741574773832425,3637155.5458736,14074305.360248
"1178","r",13,"ORC_L_glmnet",34,129.359395374154,0.743464780940399,3618722.95704815,14106144.8416851
"1179","r",13,"ORC_L_glmnet",35,135.56820847052,0.740760354746172,3648560.79077879,14074084.9541218
"1180","r",13,"ORC_L_glmnet",36,139.874215953572,0.741668266410178,3591589.91348083,13903014.7925362
"1181","r",13,"ORC_L_glmnet",37,135.512386006801,0.742396735553588,3619628.2585343,14051173.8712352
"1182","r",13,"ORC_L_glmnet",38,118.436348025049,0.742957144151857,3592648.66667918,13976846.9924006
"1183","r",13,"ORC_L_glmnet",39,138.11714059019,0.742891301024616,3600411.09886694,14003458.8997381
"1184","r",13,"ORC_L_glmnet",4,135.765830373606,0.742504852006757,3615754.37384034,14042029.1489734
"1185","r",13,"ORC_L_glmnet",40,132.333545641126,0.740958789120328,3600647.91894215,13899903.8288726
"1186","r",13,"ORC_L_glmnet",41,137.986395756641,0.740915140415506,3617722.32530836,13963464.831987
"1187","r",13,"ORC_L_glmnet",42,134.140697991463,0.741941492737274,3576580.70033335,13859572.9250347
"1188","r",13,"ORC_L_glmnet",43,116.671159128901,0.740737111731742,3573264.23325018,13782397.6933904
"1189","r",13,"ORC_L_glmnet",44,134.09699994216,0.742413871261115,3604996.82494057,13995306.5120015
"1190","r",13,"ORC_L_glmnet",45,132.144203766364,0.742270212387444,3614025.2692523,14022536.171431
"1191","r",13,"ORC_L_glmnet",46,134.021152990372,0.740962767160154,3613302.28699135,13948968.8311538
"1192","r",13,"ORC_L_glmnet",47,126.530781403536,0.743226080986197,3604408.85316699,14037285.6675262
"1193","r",13,"ORC_L_glmnet",48,146.017779878303,0.74041549768172,3623270.4281208,13957961.264106
"1194","r",13,"ORC_L_glmnet",49,119.499783968089,0.741903396302248,3588664.40551515,13904345.7143578
"1195","r",13,"ORC_L_glmnet",5,140.511938092433,0.739929703050325,3657629.78058548,14064004.3230052
"1196","r",13,"ORC_L_glmnet",50,133.416603562069,0.74015579071354,3642317.67329692,14017313.2327976
"1197","r",13,"ORC_L_glmnet",6,139.596185276958,0.740027913596149,3636147.25047336,13986683.3427064
"1198","r",13,"ORC_L_glmnet",7,138.684570324458,0.740791909575255,3620579.60013968,13967849.515063
"1199","r",13,"ORC_L_glmnet",8,126.580713018176,0.741787854080393,3614920.48523879,13999808.0739559
"1200","r",13,"ORC_L_glmnet",9,131.539298525113,0.742114852238944,3640104.87935987,14115217.2234929
"1201","r",14,"glmnet",1,1020.93230876152,0.669660275429151,4933365.04278849,14934216.7345981
"1202","r",14,"glmnet",10,988.800577676748,0.669398188453644,4929810.44157387,14911625.6154653
"1203","r",14,"glmnet",11,1031.4022254584,0.669669881600291,4947029.23433296,14976016.2903066
"1204","r",14,"glmnet",12,1005.95589654209,0.67004528756003,4971967.36120765,15068635.7059144
"1205","r",14,"glmnet",13,983.180059824582,0.673810986971603,4915164.46865135,15068455.0133007
"1206","r",14,"glmnet",14,956.965769905255,0.67485864668637,4918703.72827303,15127893.3858913
"1207","r",14,"glmnet",15,1028.35743963076,0.668651594970004,4989448.32547374,15058012.200246
"1208","r",14,"glmnet",16,978.655748124519,0.673281847439673,4905422.63878387,15014233.5231223
"1209","r",14,"glmnet",17,1013.11195075788,0.672170440811221,4934579.54475912,15052271.5430843
"1210","r",14,"glmnet",18,1004.88860223266,0.668569074624616,4988271.32480409,15050711.7558638
"1211","r",14,"glmnet",19,971.590404477376,0.670033885954346,4965602.46122308,15048825.4698058
"1212","r",14,"glmnet",2,984.081992802535,0.670357647127725,4944775.97466695,15000426.7703515
"1213","r",14,"glmnet",20,951.922491631451,0.673689711135934,4890650.65759034,14987730.4654273
"1214","r",14,"glmnet",21,932.412761622495,0.676200231507675,4877148.41292708,15062235.6391298
"1215","r",14,"glmnet",22,984.338647807496,0.671615105200823,4906742.05905963,14942045.5592525
"1216","r",14,"glmnet",23,965.99526245553,0.676754913299222,4915341.52963215,15206237.4088989
"1217","r",14,"glmnet",24,1001.68116485118,0.669305103018797,4929746.68282237,14907235.4240247
"1218","r",14,"glmnet",25,1089.01790772381,0.665263816046537,4968084.34369679,14841790.5857093
"1219","r",14,"glmnet",26,1027.44241684728,0.667801704065791,4979630.97788598,14989935.3453402
"1220","r",14,"glmnet",27,1017.03856000954,0.66948608223661,4939615.55874855,14945257.3500543
"1221","r",14,"glmnet",28,952.626655076236,0.674579157492841,4927292.67311972,15141294.0706505
"1222","r",14,"glmnet",29,929.563784684831,0.674074426920654,4931068.85905272,15129432.196633
"1223","r",14,"glmnet",3,1005.10017902608,0.66766029198095,5006741.44361271,15065131.6192578
"1224","r",14,"glmnet",30,979.465583217754,0.673838548782321,4905698.15398171,15040704.9504684
"1225","r",14,"glmnet",31,1024.40050225782,0.671438445919721,4935190.07791266,15020595.1263148
"1226","r",14,"glmnet",32,1060.53438250565,0.669410707957042,5005989.67435151,15142624.9876872
"1227","r",14,"glmnet",33,1036.56088561081,0.671628244003541,4952300.81742138,15081384.8237142
"1228","r",14,"glmnet",34,1041.23387505894,0.670683967332671,4982860.37762706,15130937.711316
"1229","r",14,"glmnet",35,1040.57202100667,0.665724900470968,5055059.78123706,15122453.8960852
"1230","r",14,"glmnet",36,992.679965270794,0.671696639093837,4904802.22653516,14939847.7462954
"1231","r",14,"glmnet",37,1014.64465601012,0.671361666430044,4947276.86443733,15053864.2607382
"1232","r",14,"glmnet",38,981.123062729121,0.673136566564677,4904706.50073856,15005369.2124269
"1233","r",14,"glmnet",39,963.789071920999,0.673106965278771,4908807.428804,15016555.5928415
"1234","r",14,"glmnet",4,968.927839029139,0.675215427738333,4881282.16655672,15029291.9782657
"1235","r",14,"glmnet",40,1004.78322143801,0.670343638407013,4912842.82858546,14902921.3476886
"1236","r",14,"glmnet",41,978.07778813918,0.672823026093293,4900414.14893175,14977869.8984149
"1237","r",14,"glmnet",42,1011.9077849871,0.669127889195154,4914586.59085596,14853432.5812509
"1238","r",14,"glmnet",43,904.459033181955,0.67394957608612,4824860.94639193,14797898.0934137
"1239","r",14,"glmnet",44,1012.80807386973,0.671910671539332,4932441.43740549,15033836.8533581
"1240","r",14,"glmnet",45,1009.85565904242,0.670977764892175,4962779.18905359,15083415.8288032
"1241","r",14,"glmnet",46,964.935281229508,0.672625883713596,4899112.28864139,14964873.6565214
"1242","r",14,"glmnet",47,1027.09487217163,0.669645202720291,4981721.39852192,15079912.3837271
"1243","r",14,"glmnet",48,1057.11169325424,0.663728988152915,5025747.12569625,14945525.9259209
"1244","r",14,"glmnet",49,966.566436883516,0.673338118681641,4873950.91204721,14920476.4644613
"1245","r",14,"glmnet",5,974.375230739262,0.674251448119827,4914739.027729,15087523.7951538
"1246","r",14,"glmnet",50,1020.90532903688,0.669483581598788,4968858.5879973,15033621.0589261
"1247","r",14,"glmnet",6,969.768063177453,0.67150585848179,4922050.45394661,14983678.0382087
"1248","r",14,"glmnet",7,988.661120772125,0.670204734945943,4935514.97677788,14965390.6521942
"1249","r",14,"glmnet",8,942.41937499371,0.672612061909961,4908009.02728807,14991416.7758321
"1250","r",14,"glmnet",9,960.806711513961,0.676215607962565,4893333.83772897,15112939.2214904
"1251","r",14,"MultiLORS",1,643.350480052301,0.701430586453659,4458900.3322229,14934216.7345981
"1252","r",14,"MultiLORS",10,617.313383540984,0.701897744773356,4445189.22506561,14911625.6154653
"1253","r",14,"MultiLORS",11,651.798708553484,0.700505265572034,4485238.02165427,14976016.2903066
"1254","r",14,"MultiLORS",12,615.512446848076,0.702334139136689,4485418.41943664,15068635.7059144
"1255","r",14,"MultiLORS",13,585.397966115338,0.705395230380189,4439238.71771992,15068455.0133007
"1256","r",14,"MultiLORS",14,565.038891574322,0.706347526078973,4442343.31798053,15127893.3858913
"1257","r",14,"MultiLORS",15,640.000303074336,0.701568420263073,4493786.36861734,15058012.200246
"1258","r",14,"MultiLORS",16,591.413480181609,0.706352324216794,4408894.77773117,15014233.5231223
"1259","r",14,"MultiLORS",17,616.380149142781,0.705079865969537,4439217.94094933,15052271.5430843
"1260","r",14,"MultiLORS",18,627.915283875328,0.702235218624343,4481571.8955328,15050711.7558638
"1261","r",14,"MultiLORS",19,593.140291537308,0.702140080401565,4482441.94448724,15048825.4698058
"1262","r",14,"MultiLORS",2,626.684270077421,0.702406369080292,4464031.46793411,15000426.7703515
"1263","r",14,"MultiLORS",20,550.452404141546,0.705488182438524,4414063.74049451,14987730.4654273
"1264","r",14,"MultiLORS",21,564.721116014702,0.706173782146302,4425679.7302667,15062235.6391298
"1265","r",14,"MultiLORS",22,640.511056631056,0.70173912477626,4456627.58613563,14942045.5592525
"1266","r",14,"MultiLORS",23,613.3909092908,0.706893582562278,4457045.76962984,15206237.4088989
"1267","r",14,"MultiLORS",24,616.950998589406,0.701800157495555,4445335.25562084,14907235.4240247
"1268","r",14,"MultiLORS",25,651.400863895863,0.700652537021009,4442852.35789756,14841790.5857093
"1269","r",14,"MultiLORS",26,655.598364366196,0.700767636670045,4485473.77954937,14989935.3453402
"1270","r",14,"MultiLORS",27,625.804955005187,0.702300007697145,4449202.99807537,14945257.3500543
"1271","r",14,"MultiLORS",28,579.393625116202,0.707316574351163,4431605.81735439,15141294.0706505
"1272","r",14,"MultiLORS",29,583.535806752932,0.705979940340422,4448356.55706958,15129432.196633
"1273","r",14,"MultiLORS",3,613.693601174395,0.700798144357335,4507515.33598292,15065131.6192578
"1274","r",14,"MultiLORS",30,595.720908075066,0.704767627951447,4440502.9998092,15040704.9504684
"1275","r",14,"MultiLORS",31,619.871803582796,0.703575088738594,4452478.57741138,15020595.1263148
"1276","r",14,"MultiLORS",32,641.056139924172,0.702796450730507,4500441.89159755,15142624.9876872
"1277","r",14,"MultiLORS",33,643.21278278544,0.702832334888452,4481699.9147119,15081384.8237142
"1278","r",14,"MultiLORS",34,664.032030242828,0.702360455926042,4503565.40180756,15130937.711316
"1279","r",14,"MultiLORS",35,625.629721237421,0.700601354772032,4527642.20901031,15122453.8960852
"1280","r",14,"MultiLORS",36,613.221365396298,0.704039091183188,4421610.91657839,14939847.7462954
"1281","r",14,"MultiLORS",37,635.88858214354,0.703960851957802,4456533.15049184,15053864.2607382
"1282","r",14,"MultiLORS",38,595.790008296344,0.705711015243682,4415914.87141884,15005369.2124269
"1283","r",14,"MultiLORS",39,594.400950617102,0.706107140066335,4413258.46953306,15016555.5928415
"1284","r",14,"MultiLORS",4,584.254293234589,0.706844497587832,4405919.64078765,15029291.9782657
"1285","r",14,"MultiLORS",40,613.490918152069,0.704507914629191,4403695.30714564,14902921.3476886
"1286","r",14,"MultiLORS",41,572.225172720125,0.706065720375123,4402509.39890571,14977869.8984149
"1287","r",14,"MultiLORS",42,612.553071042367,0.70314018657826,4409387.22474254,14853432.5812509
"1288","r",14,"MultiLORS",43,538.695121903139,0.705272162139968,4361352.5099449,14797898.0934137
"1289","r",14,"MultiLORS",44,618.200113554526,0.704184630293974,4447240.0068762,15033836.8533581
"1290","r",14,"MultiLORS",45,628.636232078917,0.704154290112461,4462363.86340123,15083415.8288032
"1291","r",14,"MultiLORS",46,605.115150258383,0.704057232929462,4428746.11877196,14964873.6565214
"1292","r",14,"MultiLORS",47,597.360691200264,0.706014357329954,4433277.73353799,15079912.3837271
"1293","r",14,"MultiLORS",48,668.462361403799,0.698802314862361,4501557.81205193,14945525.9259209
"1294","r",14,"MultiLORS",49,576.780889297169,0.705454602313355,4394757.67389898,14920476.4644613
"1295","r",14,"MultiLORS",5,603.342068727327,0.70495245764274,4451536.8160168,15087523.7951538
"1296","r",14,"MultiLORS",50,595.788910615141,0.703401291593126,4458952.58875588,15033621.0589261
"1297","r",14,"MultiLORS",6,601.328306796767,0.70426271860324,4431232.20834417,14983678.0382087
"1298","r",14,"MultiLORS",7,597.847670561137,0.703790778950141,4432886.70779328,14965390.6521942
"1299","r",14,"MultiLORS",8,562.254453628773,0.705177551596734,4419806.1988846,14991416.7758321
"1300","r",14,"MultiLORS",9,606.327806656426,0.706685451320857,4432844.94696677,15112939.2214904
"1301","r",14,"ORC_ALL_glmnet",1,412.938282331704,0.722452932929305,4144313.99558789,14931932.2280292
"1302","r",14,"ORC_ALL_glmnet",10,383.156068074295,0.723435985053562,4116820.09646632,14885595.6450575
"1303","r",14,"ORC_ALL_glmnet",11,406.42750300378,0.723105146997568,4139009.98217398,14947948.4262484
"1304","r",14,"ORC_ALL_glmnet",12,400.240842273555,0.723747185145289,4158255.35360145,15052354.6910767
"1305","r",14,"ORC_ALL_glmnet",13,394.545639424891,0.724524552906944,4143390.78445336,15040871.4394562
"1306","r",14,"ORC_ALL_glmnet",14,388.240241677904,0.724628698027696,4160972.48075758,15110407.1156118
"1307","r",14,"ORC_ALL_glmnet",15,391.254925172469,0.724136813865042,4146785.67453052,15032037.1943425
"1308","r",14,"ORC_ALL_glmnet",16,386.233688473398,0.724468776021175,4132908.48859079,14999782.7066903
"1309","r",14,"ORC_ALL_glmnet",17,387.593682625682,0.723972470600138,4145789.78910489,15019479.3907646
"1310","r",14,"ORC_ALL_glmnet",18,392.225473589996,0.723857164922197,4149611.09406423,15027046.031794
"1311","r",14,"ORC_ALL_glmnet",19,379.830095360266,0.721466413768196,4186558.1245965,15030712.0273543
"1312","r",14,"ORC_ALL_glmnet",2,400.900786618559,0.723529802498613,4136219.96637919,14960816.7670891
"1313","r",14,"ORC_ALL_glmnet",20,390.173270762983,0.722617479122725,4154110.71037404,14976108.434071
"1314","r",14,"ORC_ALL_glmnet",21,406.444146700292,0.721764653571362,4187293.28698071,15049465.6438436
"1315","r",14,"ORC_ALL_glmnet",22,419.940912312122,0.723759313720357,4122800.87821899,14924669.2576104
"1316","r",14,"ORC_ALL_glmnet",23,379.726797438208,0.725838664231213,4159968.31002482,15173431.7253732
"1317","r",14,"ORC_ALL_glmnet",24,392.021262324947,0.72226153079358,4138109.63815459,14899303.1105067
"1318","r",14,"ORC_ALL_glmnet",25,381.631167634294,0.723220322275776,4101970.35549844,14820345.1540454
"1319","r",14,"ORC_ALL_glmnet",26,369.367034170431,0.724875875063378,4115356.4244574,14958180.8771057
"1320","r",14,"ORC_ALL_glmnet",27,412.301084455717,0.72299535705281,4132759.31966516,14919458.6621173
"1321","r",14,"ORC_ALL_glmnet",28,389.950778041827,0.72364346816545,4180194.0050351,15126090.8410072
"1322","r",14,"ORC_ALL_glmnet",29,400.375227884082,0.724840491754707,4160546.01930523,15120487.9156721
"1323","r",14,"ORC_ALL_glmnet",3,381.377070347596,0.722185250182516,4181568.32708724,15051642.6137719
"1324","r",14,"ORC_ALL_glmnet",30,396.439639869571,0.723386495642111,4153723.70271205,15016344.6009413
"1325","r",14,"ORC_ALL_glmnet",31,394.811340314148,0.723278172141673,4148215.67680007,14990561.8537755
"1326","r",14,"ORC_ALL_glmnet",32,396.426583943797,0.723174426202093,4182265.07156949,15107943.2950899
"1327","r",14,"ORC_ALL_glmnet",33,398.545336218725,0.724876611441595,4144676.88691694,15064792.9593855
"1328","r",14,"ORC_ALL_glmnet",34,401.473842583981,0.725072042357584,4153469.19409126,15107482.0826096
"1329","r",14,"ORC_ALL_glmnet",35,381.872271282394,0.723405444754935,4176960.13921168,15101382.3663696
"1330","r",14,"ORC_ALL_glmnet",36,396.80349353083,0.723951802327206,4118554.8392525,14919694.7271299
"1331","r",14,"ORC_ALL_glmnet",37,371.441939779813,0.725993226014499,4120913.83017918,15039459.682837
"1332","r",14,"ORC_ALL_glmnet",38,376.645397381667,0.725230297537176,4115880.11799958,14979381.2094565
"1333","r",14,"ORC_ALL_glmnet",39,375.852958677898,0.725634756193141,4114285.09550645,14995649.7347117
"1334","r",14,"ORC_ALL_glmnet",4,388.629214355512,0.724792876662197,4130263.03473568,15007834.7705629
"1335","r",14,"ORC_ALL_glmnet",40,376.191357263236,0.723524127058426,4115891.24477924,14886981.6414289
"1336","r",14,"ORC_ALL_glmnet",41,374.753349132236,0.723728843825729,4127919.68920818,14941551.432189
"1337","r",14,"ORC_ALL_glmnet",42,383.009265110677,0.724806276097215,4082422.01560832,14834720.6386526
"1338","r",14,"ORC_ALL_glmnet",43,390.139257198279,0.721975988069455,4109288.07775944,14780335.1560369
"1339","r",14,"ORC_ALL_glmnet",44,388.229101201599,0.724536818935621,4133134.16705098,15004307.1131347
"1340","r",14,"ORC_ALL_glmnet",45,379.823767062694,0.724536508179977,4149095.74207444,15062234.6165034
"1341","r",14,"ORC_ALL_glmnet",46,371.400770798759,0.725329452903782,4105965.44397816,14948692.1236583
"1342","r",14,"ORC_ALL_glmnet",47,401.705245536981,0.725100105749687,4130941.84893433,15027076.8935722
"1343","r",14,"ORC_ALL_glmnet",48,395.284399149273,0.723451140602819,4130090.71554458,14934397.9380256
"1344","r",14,"ORC_ALL_glmnet",49,390.759390221979,0.723599060800633,4118341.0178966,14899880.6944214
"1345","r",14,"ORC_ALL_glmnet",5,405.630417303187,0.721834619342927,4191119.69715043,15067006.85488
"1346","r",14,"ORC_ALL_glmnet",50,404.195670159177,0.721938343856165,4174506.7899914,15012881.8474418
"1347","r",14,"ORC_ALL_glmnet",6,374.801331776825,0.723708408203088,4133583.09798906,14960944.2368679
"1348","r",14,"ORC_ALL_glmnet",7,405.017987498882,0.723399337827684,4135206.09661713,14950094.7110567
"1349","r",14,"ORC_ALL_glmnet",8,392.001539103722,0.723448328359702,4139913.98392119,14969766.6239597
"1350","r",14,"ORC_ALL_glmnet",9,414.201850446777,0.724231379108632,4161968.54423165,15092248.4609703
"1351","r",14,"ORC_ALL_MultiLORS",1,73.7587819638856,0.74454549199367,3814429.40089506,14931932.2280292
"1352","r",14,"ORC_ALL_MultiLORS",10,72.2150821264007,0.744610404306049,3801626.25345488,14885595.6450575
"1353","r",14,"ORC_ALL_MultiLORS",11,76.3810349986148,0.74480609078897,3814625.39357919,14947948.4262484
"1354","r",14,"ORC_ALL_MultiLORS",12,74.6845416458843,0.745484481478886,3831057.85916311,15052354.6910767
"1355","r",14,"ORC_ALL_MultiLORS",13,73.9152619095437,0.7457736016946,3823786.5734275,15040871.4394562
"1356","r",14,"ORC_ALL_MultiLORS",14,74.4727214606652,0.745686595095646,3842779.08306221,15110407.1156118
"1357","r",14,"ORC_ALL_MultiLORS",15,75.9286274126367,0.745722601568647,3822307.31090075,15032037.1943425
"1358","r",14,"ORC_ALL_MultiLORS",16,71.5714070840495,0.746359963607126,3804545.43161014,14999782.7066903
"1359","r",14,"ORC_ALL_MultiLORS",17,70.3599618119943,0.745358998007695,3824575.28146705,15019479.3907645
"1360","r",14,"ORC_ALL_MultiLORS",18,77.620513378471,0.745614432631359,3822663.63067259,15027046.031794
"1361","r",14,"ORC_ALL_MultiLORS",19,69.677655928913,0.743049040186951,3862155.88210222,15030712.0273543
"1362","r",14,"ORC_ALL_MultiLORS",2,72.6707087187453,0.745565316164375,3806550.68405703,14960816.7670891
"1363","r",14,"ORC_ALL_MultiLORS",20,75.2021975516239,0.744182227979894,3831154.69313556,14976108.434071
"1364","r",14,"ORC_ALL_MultiLORS",21,79.5553965394969,0.743939767388944,3853569.67343469,15049465.6438436
"1365","r",14,"ORC_ALL_MultiLORS",22,74.8529124556525,0.746662022662253,3780985.52215788,14924669.2576104
"1366","r",14,"ORC_ALL_MultiLORS",23,79.6323185760783,0.746205466523725,3850934.02597521,15173431.7253732
"1367","r",14,"ORC_ALL_MultiLORS",24,73.0031099057715,0.743228991767588,3825709.08164513,14899303.1105067
"1368","r",14,"ORC_ALL_MultiLORS",25,70.2336792902736,0.745014948755041,3778966.46857223,14820345.1540454
"1369","r",14,"ORC_ALL_MultiLORS",26,72.4914338826912,0.745401712561412,3808327.23450774,14958180.8771057
"1370","r",14,"ORC_ALL_MultiLORS",27,74.804903392083,0.745484943954034,3797226.85756425,14919458.6621173
"1371","r",14,"ORC_ALL_MultiLORS",28,78.8741905460739,0.74573312108737,3846063.90829183,15126090.8410072
"1372","r",14,"ORC_ALL_MultiLORS",29,75.9840112420256,0.746633248153337,3831028.90953056,15120487.9156721
"1373","r",14,"ORC_ALL_MultiLORS",3,71.3591130750966,0.743832981489531,3855734.41205508,15051642.613772
"1374","r",14,"ORC_ALL_MultiLORS",30,73.6652829294462,0.745640949542455,3819543.15403872,15016344.6009413
"1375","r",14,"ORC_ALL_MultiLORS",31,71.464909303429,0.745258295984376,3818721.27078239,14990561.8537755
"1376","r",14,"ORC_ALL_MultiLORS",32,75.8461234416535,0.745643541185881,3842802.95650357,15107943.2950899
"1377","r",14,"ORC_ALL_MultiLORS",33,79.0377558669469,0.745989720896466,3826612.26425047,15064792.9593855
"1378","r",14,"ORC_ALL_MultiLORS",34,76.417016173544,0.747060102910533,3821284.96325624,15107482.0826096
"1379","r",14,"ORC_ALL_MultiLORS",35,69.6840939278467,0.745101510791134,3849319.55015303,15101382.3663696
"1380","r",14,"ORC_ALL_MultiLORS",36,80.3627880770413,0.745919219761216,3790807.67719364,14919694.7271299
"1381","r",14,"ORC_ALL_MultiLORS",37,68.3716749868174,0.746688133152956,3809673.60863031,15039459.682837
"1382","r",14,"ORC_ALL_MultiLORS",38,68.8408209571987,0.746568712122545,3796243.87151991,14979381.2094565
"1383","r",14,"ORC_ALL_MultiLORS",39,73.7473148674007,0.746788721646428,3797067.63906876,14995649.7347117
"1384","r",14,"ORC_ALL_MultiLORS",4,70.3354999316862,0.746263182928567,3808040.22581662,15007834.7705629
"1385","r",14,"ORC_ALL_MultiLORS",40,73.8156549999617,0.745098725654171,3794710.59156319,14886981.6414289
"1386","r",14,"ORC_ALL_MultiLORS",41,70.8051924544024,0.745002805231547,3810053.70069675,14941551.432189
"1387","r",14,"ORC_ALL_MultiLORS",42,71.1871197229616,0.746285947901708,3763777.08497873,14834720.6386526
"1388","r",14,"ORC_ALL_MultiLORS",43,71.2800735818469,0.744497577911363,3776411.43164925,14780335.1560369
"1389","r",14,"ORC_ALL_MultiLORS",44,75.3272421003855,0.746350990916145,3805827.63123646,15004307.1131347
