"","experiment","value","method","replicate","Beta_SSE","test_R2","test_SSE","test_SST"
"4585","R2",0.55,"MultiLORS",40,144.205974424565,0.496319613595173,1673009.45408039,3321569.58904437
"4586","R2",0.55,"MultiLORS",41,145.074788776027,0.495604716157322,1676724.96256933,3324228.07325912
"4587","R2",0.55,"MultiLORS",42,142.137158914867,0.500749538242883,1648514.71531563,3301979.35023168
"4588","R2",0.55,"MultiLORS",43,129.792597079532,0.501391894646089,1649101.68878929,3307410.51154546
"4589","R2",0.55,"MultiLORS",44,141.299269488019,0.499642798999763,1681219.28945185,3360038.16091988
"4590","R2",0.55,"MultiLORS",45,145.625254387077,0.500092408249946,1670777.04166898,3342171.77182686
"4591","R2",0.55,"MultiLORS",46,142.322057890521,0.49698185865632,1687548.73304403,3354846.66325591
"4592","R2",0.55,"MultiLORS",47,143.394958792818,0.499956725393166,1682469.56622346,3364647.92481475
"4593","R2",0.55,"MultiLORS",48,148.272285415811,0.495762622461142,1665745.96762971,3303495.61898818
"4594","R2",0.55,"MultiLORS",49,137.379472452774,0.500305895491946,1649408.41439013,3300836.2506377
"4595","R2",0.55,"MultiLORS",5,141.954344407721,0.497543773593405,1674204.84946313,3332041.20374127
"4596","R2",0.55,"MultiLORS",50,150.274149734055,0.495028601627569,1685167.84368891,3337155.03317684
"4597","R2",0.55,"MultiLORS",6,138.041591980171,0.498277487390863,1674848.04278775,3338195.91645977
"4598","R2",0.55,"MultiLORS",7,143.810590083689,0.497698094156705,1665468.29529355,3315671.86172121
"4599","R2",0.55,"MultiLORS",8,143.137602290577,0.498676109493697,1688375.10376969,3367832.92347099
"4600","R2",0.55,"MultiLORS",9,141.168247356898,0.499062980419451,1685726.88327849,3365147.34864276
"4601","R2",0.55,"ORC_ALL_glmnet",1,135.312861498066,0.507024401391723,1646990.57030416,3340917.02500853
"4602","R2",0.55,"ORC_ALL_glmnet",10,125.109530671326,0.508455938889198,1637578.42463348,3331498.7489277
"4603","R2",0.55,"ORC_ALL_glmnet",11,128.062947263876,0.506165319368562,1640560.72885216,3322084.88629124
"4604","R2",0.55,"ORC_ALL_glmnet",12,130.449084894808,0.508263457136746,1653525.88950422,3362625.60410128
"4605","R2",0.55,"ORC_ALL_glmnet",13,129.661381058941,0.508579547059916,1646983.73939338,3351475.76691152
"4606","R2",0.55,"ORC_ALL_glmnet",14,126.648181174417,0.509791203549496,1621314.20991195,3307395.17864947
"4607","R2",0.55,"ORC_ALL_glmnet",15,127.54691202485,0.506582403830408,1652148.7880764,3348378.33288082
"4608","R2",0.55,"ORC_ALL_glmnet",16,122.180501921227,0.509725005161733,1623561.50225193,3311532.34275698
"4609","R2",0.55,"ORC_ALL_glmnet",17,125.739123174018,0.508520631515503,1635381.90975781,3327468.07826461
"4610","R2",0.55,"ORC_ALL_glmnet",18,127.764523601318,0.50715304715577,1639423.25642093,3326434.80285267
"4611","R2",0.55,"ORC_ALL_glmnet",19,124.963036999551,0.504931184212329,1650895.34824242,3334678.52467297
"4612","R2",0.55,"ORC_ALL_glmnet",2,124.361896083885,0.508569288015642,1653755.44281683,3365185.37097346
"4613","R2",0.55,"ORC_ALL_glmnet",20,126.513186765676,0.506367004078043,1637679.37347014,3317605.15808196
"4614","R2",0.55,"ORC_ALL_glmnet",21,126.206115269689,0.50685613828842,1640082.87819282,3325769.62937447
"4615","R2",0.55,"ORC_ALL_glmnet",22,131.611857550578,0.507143073986898,1629137.09046474,3305497.0002013
"4616","R2",0.55,"ORC_ALL_glmnet",23,126.606051639839,0.509168741797082,1663394.3241634,3388933.1544482
"4617","R2",0.55,"ORC_ALL_glmnet",24,127.968590510176,0.505774950069666,1647699.97428554,3333906.23263187
"4618","R2",0.55,"ORC_ALL_glmnet",25,132.918173584683,0.505990475967801,1630398.67333174,3300338.54413195
"4619","R2",0.55,"ORC_ALL_glmnet",26,126.211404692881,0.506224384901272,1645933.27589312,3333362.81817811
"4620","R2",0.55,"ORC_ALL_glmnet",27,134.032410002209,0.507250399228546,1637757.92487514,3323712.33241194
"4621","R2",0.55,"ORC_ALL_glmnet",28,128.826570702842,0.505635905766069,1662537.39676968,3362981.6893275
"4622","R2",0.55,"ORC_ALL_glmnet",29,129.940535326602,0.510615746726332,1639406.85608238,3349937.89668506
"4623","R2",0.55,"ORC_ALL_glmnet",3,123.554249915224,0.50558579160943,1644646.91983807,3326455.61540751
"4624","R2",0.55,"ORC_ALL_glmnet",30,132.93056406313,0.506214956688649,1646289.49663099,3334020.5802729
"4625","R2",0.55,"ORC_ALL_glmnet",31,128.131381592145,0.508019461345247,1646141.82621674,3345949.07090809
"4626","R2",0.55,"ORC_ALL_glmnet",32,128.668230609987,0.507437000327781,1656308.23374421,3362632.26195719
"4627","R2",0.55,"ORC_ALL_glmnet",33,127.143053362004,0.509852469429534,1652698.31041742,3371838.49216562
"4628","R2",0.55,"ORC_ALL_glmnet",34,131.692407187889,0.509958333346336,1650602.03967594,3368289.17211747
"4629","R2",0.55,"ORC_ALL_glmnet",35,123.198300976099,0.509147960330341,1649716.38400433,3360923.96624159
"4630","R2",0.55,"ORC_ALL_glmnet",36,127.548775739288,0.507501245729092,1618980.26725853,3287277.89302789
"4631","R2",0.55,"ORC_ALL_glmnet",37,126.012086134541,0.510702029763552,1627596.23765678,3326390.74073874
"4632","R2",0.55,"ORC_ALL_glmnet",38,121.515669295068,0.510375920817591,1627852.32594913,3324698.26375242
"4633","R2",0.55,"ORC_ALL_glmnet",39,126.181020067376,0.509306481758194,1626921.65141696,3315555.61859946
"4634","R2",0.55,"ORC_ALL_glmnet",4,122.759912961687,0.510235786496372,1638327.65308014,3345135.49154608
"4635","R2",0.55,"ORC_ALL_glmnet",40,123.217684634298,0.507452895745543,1634252.62240654,3317962.09599125
"4636","R2",0.55,"ORC_ALL_glmnet",41,122.429632972073,0.507498976598042,1634824.53095822,3319433.7743009
"4637","R2",0.55,"ORC_ALL_glmnet",42,126.532657652688,0.510531148081899,1614797.31064753,3299080.83899426
"4638","R2",0.55,"ORC_ALL_glmnet",43,122.830314619471,0.508420179696974,1623547.01084238,3302712.89379124
"4639","R2",0.55,"ORC_ALL_glmnet",44,123.823603477248,0.508461088709428,1648653.24779364,3354064.57133775
"4640","R2",0.55,"ORC_ALL_glmnet",45,124.350745064072,0.510915438777961,1632052.30624865,3336953.22986839
"4641","R2",0.55,"ORC_ALL_glmnet",46,123.137052396617,0.509156095501416,1644524.34285288,3350401.88495939
"4642","R2",0.55,"ORC_ALL_glmnet",47,126.246706037717,0.511227654949285,1640854.67571255,3357093.93611927
"4643","R2",0.55,"ORC_ALL_glmnet",48,123.677833001184,0.508880252382094,1620366.77552566,3299331.34105272
"4644","R2",0.55,"ORC_ALL_glmnet",49,126.417538097642,0.507346501327002,1624517.34164687,3297484.63376925
"4645","R2",0.55,"ORC_ALL_glmnet",5,131.830084726011,0.505768316947103,1644014.93077927,3326405.38264179
"4646","R2",0.55,"ORC_ALL_glmnet",50,128.540691625434,0.506910344997729,1643039.72392148,3332131.80859353
"4647","R2",0.55,"ORC_ALL_glmnet",6,123.242941022237,0.505920599501907,1647114.76004886,3333704.57944284
"4648","R2",0.55,"ORC_ALL_glmnet",7,131.936017905568,0.506098081086536,1635548.91139966,3311485.23374379
"4649","R2",0.55,"ORC_ALL_glmnet",8,126.681484896779,0.508570669152344,1652515.51567315,3362671.724992
"4650","R2",0.55,"ORC_ALL_glmnet",9,122.189660445801,0.509155801795853,1649302.52181407,3360134.49450637
"4651","R2",0.55,"ORC_ALL_MultiLORS",1,39.1231453433828,0.53763782106006,1544713.67534048,3340917.02500853
"4652","R2",0.55,"ORC_ALL_MultiLORS",10,38.6225674338411,0.538922392015998,1536079.47415728,3331498.7489277
"4653","R2",0.55,"ORC_ALL_MultiLORS",11,38.1626293070736,0.537415076414282,1536746.3832703,3322084.88629124
"4654","R2",0.55,"ORC_ALL_MultiLORS",12,37.8487010599407,0.539924821978858,1547060.57342534,3362625.60410128
"4655","R2",0.55,"ORC_ALL_MultiLORS",13,38.9727620395158,0.538664747751544,1546153.91833271,3351475.76691152
"4656","R2",0.55,"ORC_ALL_MultiLORS",14,37.6750344659776,0.540233791900914,1520628.53997286,3307395.17864947
"4657","R2",0.55,"ORC_ALL_MultiLORS",15,39.1438054223032,0.537984991750661,1547001.04308784,3348378.33288082
"4658","R2",0.55,"ORC_ALL_MultiLORS",16,35.5784545976253,0.540218057709036,1522582.77251215,3311532.34275698
"4659","R2",0.55,"ORC_ALL_MultiLORS",17,40.1652469019608,0.53895855430734,1534100.69329929,3327468.07826461
"4660","R2",0.55,"ORC_ALL_MultiLORS",18,37.9798210075598,0.539064164048485,1533273.00659111,3326434.80285267
"4661","R2",0.55,"ORC_ALL_MultiLORS",19,36.1835352804354,0.536016990692687,1547234.17695023,3334678.52467297
"4662","R2",0.55,"ORC_ALL_MultiLORS",2,38.9394860216296,0.539468490375885,1549773.89905939,3365185.37097346
"4663","R2",0.55,"ORC_ALL_MultiLORS",20,39.2464134862498,0.537057034761199,1535861.96937401,3317605.15808196
"4664","R2",0.55,"ORC_ALL_MultiLORS",21,39.1108217677753,0.537360741362394,1538631.59573327,3325769.62937447
"4665","R2",0.55,"ORC_ALL_MultiLORS",22,37.7807726994012,0.540782513763801,1517942.02319374,3305497.0002013
"4666","R2",0.55,"ORC_ALL_MultiLORS",23,39.7204691426742,0.539001680774392,1562292.48816856,3388933.1544482
"4667","R2",0.55,"ORC_ALL_MultiLORS",24,40.1806314203963,0.536354690616187,1545749.98668523,3333906.23263187
"4668","R2",0.55,"ORC_ALL_MultiLORS",25,38.4631466892246,0.538090751904022,1524456.89538216,3300338.54413195
"4669","R2",0.55,"ORC_ALL_MultiLORS",26,38.2835331802856,0.536341053372891,1545543.49300243,3333362.81817811
"4670","R2",0.55,"ORC_ALL_MultiLORS",27,41.1745317895234,0.537788225857636,1536258.97390298,3323712.33241194
"4671","R2",0.55,"ORC_ALL_MultiLORS",28,40.8277608474169,0.536732174121847,1557961.21568279,3362981.6893275
"4672","R2",0.55,"ORC_ALL_MultiLORS",29,39.7066404902932,0.542221466699216,1533529.6569932,3349937.89668506
"4673","R2",0.55,"ORC_ALL_MultiLORS",3,38.131511653387,0.535132238884221,1546361.9743855,3326455.61540751
"4674","R2",0.55,"ORC_ALL_MultiLORS",30,38.8132029181921,0.53823504959139,1539533.847911,3334020.5802729
"4675","R2",0.55,"ORC_ALL_MultiLORS",31,37.3143040210605,0.537869546782643,1546264.96058095,3345949.07090809
"4676","R2",0.55,"ORC_ALL_MultiLORS",32,38.6889438597925,0.538858183256199,1550650.35032026,3362632.26195719
"4677","R2",0.55,"ORC_ALL_MultiLORS",33,38.9458744049197,0.539223897202769,1553662.59968177,3371838.49216562
"4678","R2",0.55,"ORC_ALL_MultiLORS",34,40.2419117706765,0.541428366409575,1544601.86806285,3368289.17211747
"4679","R2",0.55,"ORC_ALL_MultiLORS",35,38.1498564289873,0.539106817100697,1549026.94428364,3360923.96624159
"4680","R2",0.55,"ORC_ALL_MultiLORS",36,39.5002049426194,0.539574828803568,1513545.48666761,3287277.89302789
"4681","R2",0.55,"ORC_ALL_MultiLORS",37,39.4498941627287,0.540292657846854,1529166.24638784,3326390.74073874
"4682","R2",0.55,"ORC_ALL_MultiLORS",38,36.2309994920288,0.539967302861276,1529469.90944646,3324698.26375242
"4683","R2",0.55,"ORC_ALL_MultiLORS",39,39.4429795255524,0.540529734495843,1523399.22037169,3315555.61859946
"4684","R2",0.55,"ORC_ALL_MultiLORS",4,38.2085003294599,0.540313204645377,1537714.61413583,3345135.49154608
"4685","R2",0.55,"ORC_ALL_MultiLORS",40,37.9427236895276,0.537666162155251,1534006.14966304,3317962.09599125
"4686","R2",0.55,"ORC_ALL_MultiLORS",41,37.30664102056,0.537701186523267,1534570.2952739,3319433.7743009
"4687","R2",0.55,"ORC_ALL_MultiLORS",42,37.1420285391134,0.540870920711934,1514703.94810434,3299080.83899426
"4688","R2",0.55,"ORC_ALL_MultiLORS",43,36.9991611466762,0.538415834578139,1524479.97470865,3302712.89379124
"4689","R2",0.55,"ORC_ALL_MultiLORS",44,38.4688672775645,0.538480494648166,1547966.22188191,3354064.57133775
"4690","R2",0.55,"ORC_ALL_MultiLORS",45,38.0570396744656,0.541204897942652,1530977.79765807,3336953.22986839
"4691","R2",0.55,"ORC_ALL_MultiLORS",46,37.7888394318632,0.539503186103075,1542849.39329805,3350401.88495939
"4692","R2",0.55,"ORC_ALL_MultiLORS",47,37.8713666699076,0.541743690180813,1538409.47888239,3357093.93611927
"4693","R2",0.55,"ORC_ALL_MultiLORS",48,37.6307018367553,0.539256737969778,1520144.68459518,3299331.34105272
"4694","R2",0.55,"ORC_ALL_MultiLORS",49,38.7676932482762,0.537613710025191,1524711.68605751,3297484.63376925
"4695","R2",0.55,"ORC_ALL_MultiLORS",5,40.9438168062928,0.537009492194936,1540094.11727482,3326405.38264179
"4696","R2",0.55,"ORC_ALL_MultiLORS",50,39.5003534549455,0.537748495819053,1540282.94065154,3332131.80859353
"4697","R2",0.55,"ORC_ALL_MultiLORS",6,38.723822023463,0.536907687066898,1543812.96432986,3333704.57944284
"4698","R2",0.55,"ORC_ALL_MultiLORS",7,40.4884642745368,0.53792458057258,1530155.92830987,3311485.23374379
"4699","R2",0.55,"ORC_ALL_MultiLORS",8,39.5601498455962,0.54059108624853,1544841.36448136,3362671.724992
"4700","R2",0.55,"ORC_ALL_MultiLORS",9,39.6712212248098,0.537531174052208,1553957.45470104,3360134.49450637
"4701","R2",0.55,"ORC_L_ALL_glmnet",1,29.5928190762947,0.540821881251197,1533987.67799236,3340724.68908637
"4702","R2",0.55,"ORC_L_ALL_glmnet",10,30.1134534948336,0.54156248922366,1527122.94525885,3331147.45054947
"4703","R2",0.55,"ORC_L_ALL_glmnet",11,29.3151855839056,0.540090714846832,1527672.83682628,3321682.96258142
"4704","R2",0.55,"ORC_L_ALL_glmnet",12,30.0631534048224,0.542455881522011,1538134.37517483,3361718.1667451
"4705","R2",0.55,"ORC_L_ALL_glmnet",13,30.5409488880303,0.541339818204493,1536668.89574623,3350342.92650097
"4706","R2",0.55,"ORC_L_ALL_glmnet",14,28.1226386402688,0.542729770487329,1512069.45137438,3306730.58026508
"4707","R2",0.55,"ORC_L_ALL_glmnet",15,29.8911689614287,0.540814049533606,1537229.21436682,3347727.02171193
"4708","R2",0.55,"ORC_L_ALL_glmnet",16,27.9392450756584,0.542931246182392,1513205.15172753,3310672.93287646
"4709","R2",0.55,"ORC_L_ALL_glmnet",17,30.4363944823665,0.541619433202885,1524327.35596102,3325462.43531241
"4710","R2",0.55,"ORC_L_ALL_glmnet",18,29.0058332932136,0.542010859820663,1523219.22955117,3325885.03944594
"4711","R2",0.55,"ORC_L_ALL_glmnet",19,29.5009291196841,0.538525203949025,1538571.82142647,3334032.18245644
"4712","R2",0.55,"ORC_L_ALL_glmnet",2,29.8746920980299,0.542081659849832,1539980.68327164,3363002.85061005
"4713","R2",0.55,"ORC_L_ALL_glmnet",20,29.5753952428074,0.539476869914183,1527514.82040259,3316912.26913606
"4714","R2",0.55,"ORC_L_ALL_glmnet",21,28.8119827867174,0.540291506134478,1528756.7885463,3325491.71691725
"4715","R2",0.55,"ORC_L_ALL_glmnet",22,27.847437963063,0.543467566588977,1508982.19078428,3305312.13195475
"4716","R2",0.55,"ORC_L_ALL_glmnet",23,30.0706538326346,0.541513659444698,1553649.93632165,3388650.43272593
"4717","R2",0.55,"ORC_L_ALL_glmnet",24,29.8700683923715,0.539188295712448,1535776.94579183,3332764.62273513
"4718","R2",0.55,"ORC_L_ALL_glmnet",25,28.3014640280373,0.54106987381956,1514121.46889449,3299241.82902557
"4719","R2",0.55,"ORC_L_ALL_glmnet",26,29.1911066438696,0.538757521923792,1537034.91856555,3332379.37012296
"4720","R2",0.55,"ORC_L_ALL_glmnet",27,29.9415294233597,0.540731836587454,1525805.44686487,3322253.89961177
"4721","R2",0.55,"ORC_L_ALL_glmnet",28,31.1917797812053,0.539526419559898,1548178.84464035,3362144.7796433
"4722","R2",0.55,"ORC_L_ALL_glmnet",29,30.0694906164688,0.544813177294274,1524763.24622746,3349752.60743258
"4723","R2",0.55,"ORC_L_ALL_glmnet",3,28.7362100641398,0.538059161826284,1536381.77270225,3325927.5771684
"4724","R2",0.55,"ORC_L_ALL_glmnet",30,30.0866522898446,0.540987136282066,1530096.13586756,3333449.35798534
"4725","R2",0.55,"ORC_L_ALL_glmnet",31,29.5168862129628,0.540385100853077,1537319.00925608,3344798.03006702
"4726","R2",0.55,"ORC_L_ALL_glmnet",32,28.5421642857295,0.541643010393466,1540911.71312805,3361815.67657736
"4727","R2",0.55,"ORC_L_ALL_glmnet",33,28.6957931419431,0.541730080519481,1544972.79083802,3371316.17233213
"4728","R2",0.55,"ORC_L_ALL_glmnet",34,31.8158357179505,0.543942594221299,1535724.48721541,3367392.93728433
"4729","R2",0.55,"ORC_L_ALL_glmnet",35,29.3339188276322,0.541798507692731,1539846.38828686,3360631.5434133
"4730","R2",0.55,"ORC_L_ALL_glmnet",36,30.5577546231716,0.542380851203592,1503512.73997663,3285510.98425632
"4731","R2",0.55,"ORC_L_ALL_glmnet",37,28.7293185057702,0.542846033020243,1520310.02516295,3325597.35882215
"4732","R2",0.55,"ORC_L_ALL_glmnet",38,27.5568748530271,0.542517157644944,1520434.5024738,3323478.74435426
"4733","R2",0.55,"ORC_L_ALL_glmnet",39,30.9903410734243,0.543527605528532,1512750.52981078,3314002.22254916
"4734","R2",0.55,"ORC_L_ALL_glmnet",4,30.1280900933188,0.543096249216158,1527874.51212952,3343974.5449854
"4735","R2",0.55,"ORC_L_ALL_glmnet",40,28.7271596742498,0.540115471382758,1525547.11807971,3317239.48763105
"4736","R2",0.55,"ORC_L_ALL_glmnet",41,28.5948062498138,0.54053875965854,1524690.80675159,3318431.83468203
"4737","R2",0.55,"ORC_L_ALL_glmnet",42,28.9893995935936,0.543468576616209,1505448.46068557,3297579.05715943
"4738","R2",0.55,"ORC_L_ALL_glmnet",43,28.3061254854895,0.541032984711964,1515090.2233792,3301087.38299716
"4739","R2",0.55,"ORC_L_ALL_glmnet",44,29.9267726597845,0.541543724395599,1537376.63903459,3353376.80132704
"4740","R2",0.55,"ORC_L_ALL_glmnet",45,30.2152461275457,0.543414755979439,1523285.20409028,3336255.87782175
"4741","R2",0.55,"ORC_L_ALL_glmnet",46,29.7605295833106,0.541888032500016,1534273.54651636,3349123.47933023
"4742","R2",0.55,"ORC_L_ALL_glmnet",47,28.6984044354408,0.544517372697187,1528432.21218519,3355632.2910403
"4743","R2",0.55,"ORC_L_ALL_glmnet",48,28.9365635508216,0.541533943643185,1512161.7852823,3298306.96147638
"4744","R2",0.55,"ORC_L_ALL_glmnet",49,29.2505141545874,0.540399153435907,1515551.23805188,3297537.96012761
"4745","R2",0.55,"ORC_L_ALL_glmnet",5,30.1359625193136,0.539661631152402,1530416.58378598,3324547.08830201
"4746","R2",0.55,"ORC_L_ALL_glmnet",50,29.7352948100062,0.54048089905263,1530455.32018309,3330558.65801403
"4747","R2",0.55,"ORC_L_ALL_glmnet",6,28.5053327562816,0.53952237784716,1534518.05429294,3332448.70210784
"4748","R2",0.55,"ORC_L_ALL_glmnet",7,30.8221637592745,0.540524184681945,1520752.97048554,3309756.29137923
"4749","R2",0.55,"ORC_L_ALL_glmnet",8,29.2063323590832,0.543143273143487,1535611.43964691,3361253.86663992
"4750","R2",0.55,"ORC_L_ALL_glmnet",9,31.6864009551882,0.540269418745918,1544656.69977049,3359917.2270787
"4751","R2",0.55,"ORC_L_glmnet",1,91.5178126876478,0.520242813212901,1602980.24670565,3341232.37932233
"4752","R2",0.55,"ORC_L_glmnet",10,94.0091474490477,0.521124320081381,1596733.47252335,3334338.19983237
"4753","R2",0.55,"ORC_L_glmnet",11,87.5021965517597,0.52100388694469,1592533.66481853,3324731.91621628
"4754","R2",0.55,"ORC_L_glmnet",12,90.7484457474213,0.523274126571253,1603834.86492177,3364270.65178262
"4755","R2",0.55,"ORC_L_glmnet",13,89.0276327754123,0.522434907258658,1601859.55912228,3354222.45777472
"4756","R2",0.55,"ORC_L_glmnet",14,86.9621384341941,0.522980742815208,1578492.8522761,3309075.7417045
"4757","R2",0.55,"ORC_L_glmnet",15,90.4643001728787,0.520948317864195,1604895.06064952,3350150.14140907
"4758","R2",0.55,"ORC_L_glmnet",16,88.5604865854547,0.521899895296312,1584177.62942165,3313485.21750162
"4759","R2",0.55,"ORC_L_glmnet",17,95.1406185976666,0.521466259695867,1593069.6500306,3329064.42295609
"4760","R2",0.55,"ORC_L_glmnet",18,90.247712123966,0.52101711343818,1595041.45406549,3330059.37960504
"4761","R2",0.55,"ORC_L_glmnet",19,84.8285934343424,0.520196248024603,1600400.84020268,3335532.14957923
"4762","R2",0.55,"ORC_L_glmnet",2,89.9804832668073,0.521524897453086,1610784.50282241,3366495.96655758
"4763","R2",0.55,"ORC_L_glmnet",20,88.8296142842656,0.519509341960665,1594843.47497553,3319197.67490041
"4764","R2",0.55,"ORC_L_glmnet",21,86.0762760861312,0.522095885819493,1590676.21925375,3328442.19594422
"4765","R2",0.55,"ORC_L_glmnet",22,90.5396294757185,0.52247972251265,1579607.06514992,3307937.14868321
"4766","R2",0.55,"ORC_L_glmnet",23,87.8227130074668,0.521983041059807,1622066.08451234,3393323.29988587
"4767","R2",0.55,"ORC_L_glmnet",24,95.7470839427524,0.517726968820413,1607986.22715751,3334182.34734078
"4768","R2",0.55,"ORC_L_glmnet",25,96.175687142357,0.518925622731077,1588902.68468291,3302821.26789452
"4769","R2",0.55,"ORC_L_glmnet",26,96.8447845753848,0.517396664036097,1610559.21125065,3337231.82421416
"4770","R2",0.55,"ORC_L_glmnet",27,96.2985344938232,0.519597356983614,1597309.3488147,3324938.71970686
"4771","R2",0.55,"ORC_L_glmnet",28,92.4126620312633,0.519131455011474,1618515.94758553,3365817.88194142
"4772","R2",0.55,"ORC_L_glmnet",29,88.3863832691557,0.5253814987471,1590463.81311919,3351036.27212314
"4773","R2",0.55,"ORC_L_glmnet",3,95.519264996788,0.51638763547142,1609716.90361434,3328527.18764434
"4774","R2",0.55,"ORC_L_glmnet",30,88.4201184062007,0.52180709425962,1595310.43847273,3336123.1823436
"4775","R2",0.55,"ORC_L_glmnet",31,88.3275424689984,0.521988984861411,1599948.52669431,3347095.51877259
"4776","R2",0.55,"ORC_L_glmnet",32,96.4183127402373,0.52002630670429,1614860.36913794,3364476.82798947
"4777","R2",0.55,"ORC_L_glmnet",33,94.483789100234,0.520296878493688,1617806.10775038,3372515.28126462
"4778","R2",0.55,"ORC_L_glmnet",34,91.9423726802653,0.523874932423371,1604868.8578832,3370687.59276135
"4779","R2",0.55,"ORC_L_glmnet",35,92.2664435442562,0.520517551144588,1612202.54391519,3362380.72480804
"4780","R2",0.55,"ORC_L_glmnet",36,95.9544753226046,0.520888670265226,1575195.67012748,3287744.56450336
"4781","R2",0.55,"ORC_L_glmnet",37,94.0149320605685,0.522097379357618,1590407.98545944,3327891.32506046
"4782","R2",0.55,"ORC_L_glmnet",38,85.1077678837879,0.523031781393847,1586895.41473371,3327046.44215311
"4783","R2",0.55,"ORC_L_glmnet",39,91.6366431412478,0.523560631090824,1579635.67250264,3315501.98322038
"4784","R2",0.55,"ORC_L_glmnet",4,95.9737458008507,0.522906639818538,1596932.86727572,3347212.51762617
"4785","R2",0.55,"ORC_L_glmnet",40,91.5386764932267,0.519917626958746,1593965.60339091,3320191.89393137
"4786","R2",0.55,"ORC_L_glmnet",41,92.8235434901183,0.519238330199211,1597888.57152924,3323660.49937248
"4787","R2",0.55,"ORC_L_glmnet",42,90.5285877685532,0.52224169122526,1576619.25624614,3300035.24227458
"4788","R2",0.55,"ORC_L_glmnet",43,81.8112129914318,0.521816187359043,1579702.53017678,3303546.64548818
"4789","R2",0.55,"ORC_L_glmnet",44,91.6304188446369,0.521746474506477,1605057.59116009,3356081.0440525
"4790","R2",0.55,"ORC_L_glmnet",45,91.5256340402514,0.523952756140668,1589274.43214006,3338480.48201216
"4791","R2",0.55,"ORC_L_glmnet",46,91.1400045101248,0.52108508330726,1605087.13671901,3351507.92087103
"4792","R2",0.55,"ORC_L_glmnet",47,89.2069381248488,0.524695601269353,1597581.05545397,3361174.56459585
"4793","R2",0.55,"ORC_L_glmnet",48,94.6147926064066,0.519864518420623,1584649.96935341,3300422.54769591
"4794","R2",0.55,"ORC_L_glmnet",49,83.1875343487111,0.522983653407998,1574491.43549019,3300707.50560015
"4795","R2",0.55,"ORC_L_glmnet",5,90.7528359636368,0.519226859871499,1600062.58185714,3328103.10790131
"4796","R2",0.55,"ORC_L_glmnet",50,92.9546416219385,0.519475713749272,1601215.72587702,3332226.42786786
"4797","R2",0.55,"ORC_L_glmnet",6,90.1409087213208,0.519171489160551,1603381.1591005,3334621.64359026
"4798","R2",0.55,"ORC_L_glmnet",7,93.3483829190203,0.519341080798041,1591822.17912694,3311750.00719816
"4799","R2",0.55,"ORC_L_glmnet",8,88.5964219215169,0.523461123598434,1604074.29440018,3366093.24828405
"4800","R2",0.55,"ORC_L_glmnet",9,90.1825168342603,0.522064947612888,1606991.41622469,3362363.58517407
"4801","R2",0.6,"glmnet",1,277.439894091906,0.501725178238408,1874280.54844277,3761539.7499245
"4802","R2",0.6,"glmnet",10,272.982349710471,0.503216333535432,1864743.43307557,3753632.73584714
"4803","R2",0.6,"glmnet",11,283.569083406673,0.495632222573223,1888132.89525144,3743563.68458837
"4804","R2",0.6,"glmnet",12,292.672746920418,0.497375208088019,1903866.52141158,3787848.41505585
"4805","R2",0.6,"glmnet",13,278.9499451101,0.501804382540462,1882946.37895411,3779532.20174009
"4806","R2",0.6,"glmnet",14,272.460108173888,0.502685850698007,1853257.27589613,3726532.37093149
"4807","R2",0.6,"glmnet",15,287.703832507953,0.493045146877559,1912288.81767133,3772108.71124547
"4808","R2",0.6,"glmnet",16,283.710479720462,0.498386203628846,1871183.6980765,3730327.41845078
"4809","R2",0.6,"glmnet",17,280.370948935969,0.503335518836962,1863563.37914726,3752157.54261984
"4810","R2",0.6,"glmnet",18,289.075907640446,0.495030112248598,1893781.05482107,3750285.11750265
"4811","R2",0.6,"glmnet",19,267.404190801842,0.498222716468113,1883502.54143392,3753662.43799721
"4812","R2",0.6,"glmnet",2,278.522059071225,0.497379786876618,1907434.72065366,3794982.11741322
"4813","R2",0.6,"glmnet",20,273.933380661275,0.499879534475748,1867776.13978469,3734652.48583017
"4814","R2",0.6,"glmnet",21,260.078510681476,0.507414013426351,1844177.93152591,3743870.06896749
"4815","R2",0.6,"glmnet",22,266.175809931833,0.504864210947288,1844125.06423405,3724483.4750528
"4816","R2",0.6,"glmnet",23,274.371481988841,0.50377901137903,1895128.31241902,3819121.63305647
"4817","R2",0.6,"glmnet",24,285.274370993488,0.496325715298952,1889910.20293135,3752246.76013209
"4818","R2",0.6,"glmnet",25,299.085033895981,0.496999734554206,1870774.83977068,3719232.31116523
"4819","R2",0.6,"glmnet",26,298.278458013578,0.491935435625732,1909113.98618311,3757620.8223346
"4820","R2",0.6,"glmnet",27,286.007897473312,0.502072517182008,1864357.24905158,3744234.47868425
"4821","R2",0.6,"glmnet",28,266.689984888042,0.50637844141802,1868719.25885523,3785732.66577634
"4822","R2",0.6,"glmnet",29,284.407137778146,0.498602412851279,1891871.03328651,3773195.32797305
"4823","R2",0.6,"glmnet",3,272.297527910425,0.502460519873754,1862445.45498579,3743311.89660207
"4824","R2",0.6,"glmnet",30,278.459449109367,0.501763465095003,1872001.4990609,3757254.57270581
"4825","R2",0.6,"glmnet",31,296.447722870254,0.496177297616605,1898975.7743953,3769134.98620043
